,Time,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate
0,0 days 00:17:13.438000,33,,1,1,0 days 00:15:17.880000,,,0 days 00:00:42.860000,0 days 00:00:45.153000,,0 days 00:16:28.399000,0 days 00:17:13.705000,248.0,247.0,227.0,249.0,False,SOFT,1.0,True,0 days 00:15:17.880000,Red Bull Racing,VER,1,False,2021-12-11 13:00:18.064
1,0 days 00:18:37.118000,33,0 days 00:01:23.680000,2,1,,,0 days 00:00:17.041000,0 days 00:00:36.245000,0 days 00:00:30.394000,0 days 00:17:30.479000,0 days 00:18:06.724000,0 days 00:18:37.118000,293.0,318.0,220.0,325.0,False,SOFT,2.0,True,0 days 00:17:13.438000,Red Bull Racing,VER,1,True,2021-12-11 13:02:13.622
2,0 days 00:20:56.346000,33,0 days 00:02:19.228000,3,1,,,0 days 00:00:28.711000,0 days 00:01:00.469000,0 days 00:00:50.048000,0 days 00:19:05.829000,0 days 00:20:06.298000,0 days 00:20:56.346000,147.0,191.0,169.0,188.0,False,SOFT,3.0,True,0 days 00:18:37.118000,Red Bull Racing,VER,1,True,2021-12-11 13:03:37.302
3,0 days 00:22:53.118000,33,0 days 00:01:56.772000,4,1,,,0 days 00:00:25.483000,0 days 00:00:50.767000,0 days 00:00:40.522000,0 days 00:21:21.829000,0 days 00:22:12.596000,0 days 00:22:53.118000,190.0,237.0,228.0,231.0,False,SOFT,4.0,True,0 days 00:20:56.346000,Red Bull Racing,VER,1,True,2021-12-11 13:05:56.530
4,0 days 00:24:16.440000,33,0 days 00:01:23.322000,5,1,,,0 days 00:00:17.078000,0 days 00:00:36.043000,0 days 00:00:30.201000,0 days 00:23:10.196000,0 days 00:23:46.239000,0 days 00:24:16.440000,292.0,318.0,223.0,321.0,False,SOFT,5.0,True,0 days 00:22:53.118000,Red Bull Racing,VER,1,True,2021-12-11 13:07:53.302
5,0 days 00:26:01.548000,33,0 days 00:01:45.108000,6,2,,0 days 00:26:00.548000,0 days 00:00:18.624000,0 days 00:00:43.927000,0 days 00:00:42.557000,0 days 00:24:35.064000,0 days 00:25:18.991000,0 days 00:26:01.548000,269.0,129.0,,262.0,False,SOFT,1.0,True,0 days 00:24:16.440000,Red Bull Racing,VER,1,False,2021-12-11 13:09:16.624
6,0 days 00:44:59.616000,33,,1,2,0 days 00:43:16.296000,,,0 days 00:00:41.847000,0 days 00:00:39.790000,,0 days 00:44:19.883000,0 days 00:44:59.623000,249.0,274.0,228.0,261.0,False,MEDIUM,2.0,True,0 days 00:26:01.548000,Red Bull Racing,VER,52,False,2021-12-11 13:11:01.732
7,0 days 00:46:22.805000,33,0 days 00:01:23.189000,2,2,,,0 days 00:00:16.964000,0 days 00:00:35.919000,0 days 00:00:30.306000,0 days 00:45:16.580000,0 days 00:45:52.499000,0 days 00:46:22.805000,295.0,323.0,223.0,327.0,False,MEDIUM,3.0,True,0 days 00:44:59.616000,Red Bull Racing,VER,1,True,2021-12-11 13:29:59.800
8,0 days 00:48:54.311000,33,,3,2,,,0 days 00:00:28.572000,0 days 00:01:08.014000,0 days 00:00:54.892000,0 days 00:46:51.413000,0 days 00:47:59.422000,0 days 00:48:54.311000,160.0,195.0,226.0,178.0,False,MEDIUM,4.0,True,0 days 00:46:22.805000,Red Bull Racing,VER,1,False,2021-12-11 13:31:22.989
9,0 days 00:50:37.467000,33,0 days 00:01:43.156000,1,3,,0 days 00:50:36.302000,0 days 00:00:20.854000,0 days 00:00:39.568000,0 days 00:00:42.734000,0 days 00:49:15.165000,0 days 00:49:54.733000,0 days 00:50:37.467000,260.0,278.0,,267.0,False,MEDIUM,1.0,True,0 days 00:48:54.311000,Red Bull Racing,VER,1,False,2021-12-11 13:33:54.495
10,0 days 00:57:27.822000,33,,2,3,0 days 00:54:43.494000,,,0 days 00:00:41.642000,0 days 00:01:33.199000,,0 days 00:55:54.700000,0 days 00:57:27.849000,262.0,284.0,226.0,267.0,False,SOFT,2.0,True,0 days 00:50:37.467000,Red Bull Racing,VER,2,False,2021-12-11 13:35:37.651
11,0 days 00:58:50.622000,33,0 days 00:01:22.800000,3,3,,,0 days 00:00:17.012000,0 days 00:00:35.856000,0 days 00:00:29.932000,0 days 00:57:44.834000,0 days 00:58:20.690000,0 days 00:58:50.622000,296.0,321.0,225.0,326.0,False,SOFT,3.0,True,0 days 00:57:27.822000,Red Bull Racing,VER,1,True,2021-12-11 13:42:28.006
12,0 days 01:00:41.571000,33,0 days 00:01:50.949000,4,4,,0 days 01:00:40.555000,0 days 00:00:22.582000,0 days 00:00:45.690000,0 days 00:00:42.677000,0 days 00:59:13.204000,0 days 00:59:58.894000,0 days 01:00:41.571000,220.0,234.0,,220.0,False,SOFT,1.0,True,0 days 00:58:50.622000,Red Bull Racing,VER,1,False,2021-12-11 13:43:50.806
13,0 days 01:07:50.822000,33,,1,4,0 days 01:06:04.697000,,,0 days 00:00:43.705000,0 days 00:00:38.759000,,0 days 01:07:12.076000,0 days 01:07:50.845000,250.0,209.0,229.0,264.0,False,SOFT,2.0,True,0 days 01:00:41.571000,Red Bull Racing,VER,2,False,2021-12-11 13:45:41.755
14,0 days 01:09:12.931000,33,0 days 00:01:22.109000,2,4,,,0 days 00:00:16.853000,0 days 00:00:35.643000,0 days 00:00:29.613000,0 days 01:08:07.675000,0 days 01:08:43.318000,0 days 01:09:12.931000,295.0,324.0,225.0,324.0,True,SOFT,3.0,True,0 days 01:07:50.822000,Red Bull Racing,VER,1,True,2021-12-11 13:52:51.006
15,0 days 01:10:57.718000,33,0 days 00:01:44.787000,3,5,,0 days 01:10:56.580000,0 days 00:00:22.244000,0 days 00:00:46.876000,0 days 00:00:35.667000,0 days 01:09:35.175000,0 days 01:10:22.051000,0 days 01:10:57.718000,199.0,274.0,,252.0,False,SOFT,1.0,True,0 days 01:09:12.931000,Red Bull Racing,VER,1,False,2021-12-11 13:54:13.115
16,0 days 01:16:55.119000,33,,1,5,0 days 01:14:50.865000,,,0 days 00:00:41.637000,0 days 00:00:49.538000,,0 days 01:16:05.606000,0 days 01:16:55.153000,255.0,196.0,228.0,258.0,False,SOFT,2.0,True,0 days 01:10:57.718000,Red Bull Racing,VER,1,False,2021-12-11 13:55:57.902
17,0 days 01:18:18.660000,33,0 days 00:01:23.541000,2,5,,,0 days 00:00:16.842000,0 days 00:00:35.644000,0 days 00:00:31.055000,0 days 01:17:11.961000,0 days 01:17:47.605000,0 days 01:18:18.660000,297.0,322.0,157.0,328.0,False,SOFT,3.0,True,0 days 01:16:55.119000,Red Bull Racing,VER,1,True,2021-12-11 14:01:55.303
18,0 days 01:20:06.851000,33,0 days 00:01:48.191000,3,5,,,0 days 00:00:22.010000,0 days 00:00:46.193000,0 days 00:00:39.988000,0 days 01:18:40.670000,0 days 01:19:26.863000,0 days 01:20:06.851000,238.0,225.0,71.0,231.0,False,SOFT,4.0,True,0 days 01:18:18.660000,Red Bull Racing,VER,1,True,2021-12-11 14:03:18.844
19,0 days 00:19:51.500000,44,,1,1,0 days 00:18:03.961000,,,0 days 00:00:46.679000,0 days 00:00:39.069000,,0 days 00:19:12.431000,0 days 00:19:51.747000,248.0,237.0,226.0,223.0,False,SOFT,1.0,True,0 days 00:18:03.961000,Mercedes,HAM,1,False,2021-12-11 13:03:04.145
20,0 days 00:21:14.766000,44,0 days 00:01:23.266000,2,1,,,0 days 00:00:17.071000,0 days 00:00:36.030000,0 days 00:00:30.165000,0 days 00:20:08.571000,0 days 00:20:44.601000,0 days 00:21:14.766000,292.0,315.0,224.0,319.0,False,SOFT,2.0,True,0 days 00:19:51.500000,Mercedes,HAM,1,True,2021-12-11 13:04:51.684
21,0 days 00:23:08.473000,44,0 days 00:01:53.707000,3,2,,0 days 00:23:07.394000,0 days 00:00:26.719000,0 days 00:00:46.209000,0 days 00:00:40.779000,0 days 00:21:41.485000,0 days 00:22:27.694000,0 days 00:23:08.473000,226.0,219.0,,226.0,False,SOFT,1.0,True,0 days 00:21:14.766000,Mercedes,HAM,1,False,2021-12-11 13:06:14.950
22,0 days 00:33:38.317000,44,,1,2,0 days 00:31:41.450000,,,0 days 00:00:46.828000,0 days 00:00:44.612000,,0 days 00:32:53.800000,0 days 00:33:38.547000,257.0,228.0,226.0,224.0,False,SOFT,5.0,False,0 days 00:23:08.473000,Mercedes,HAM,5,False,2021-12-11 13:08:08.657
23,0 days 00:35:01.162000,44,0 days 00:01:22.845000,2,2,,,0 days 00:00:16.975000,0 days 00:00:35.788000,0 days 00:00:30.082000,0 days 00:33:55.292000,0 days 00:34:31.080000,0 days 00:35:01.162000,293.0,317.0,225.0,320.0,False,SOFT,6.0,False,0 days 00:33:38.317000,Mercedes,HAM,1,True,2021-12-11 13:18:38.501
24,0 days 00:36:47.808000,44,0 days 00:01:46.646000,3,3,,0 days 00:36:46.297000,0 days 00:00:19.995000,0 days 00:00:46.528000,0 days 00:00:40.123000,0 days 00:35:21.157000,0 days 00:36:07.685000,0 days 00:36:47.808000,185.0,262.0,,224.0,False,SOFT,4.0,False,0 days 00:35:01.162000,Mercedes,HAM,1,False,2021-12-11 13:20:01.346
25,0 days 00:44:45.807000,44,,1,3,0 days 00:43:03.313000,,,0 days 00:00:44.769000,0 days 00:00:35.432000,,0 days 00:44:10.406000,0 days 00:44:45.833000,259.0,238.0,229.0,263.0,False,MEDIUM,2.0,True,0 days 00:36:47.808000,Mercedes,HAM,2,False,2021-12-11 13:21:47.992
26,0 days 00:46:08.992000,44,0 days 00:01:23.185000,2,3,,,0 days 00:00:16.924000,0 days 00:00:35.847000,0 days 00:00:30.414000,0 days 00:45:02.731000,0 days 00:45:38.578000,0 days 00:46:08.992000,294.0,316.0,225.0,320.0,False,MEDIUM,3.0,True,0 days 00:44:45.807000,Mercedes,HAM,1,True,2021-12-11 13:29:45.991
27,0 days 00:48:03.830000,44,0 days 00:01:54.838000,3,4,,0 days 00:48:02.633000,0 days 00:00:29.727000,0 days 00:00:45.692000,0 days 00:00:39.419000,0 days 00:46:38.719000,0 days 00:47:24.411000,0 days 00:48:03.830000,146.0,264.0,,268.0,False,MEDIUM,1.0,True,0 days 00:46:08.992000,Mercedes,HAM,1,False,2021-12-11 13:31:09.176
28,0 days 00:56:27.327000,44,,4,4,0 days 00:54:31.634000,,,0 days 00:00:43.355000,0 days 00:00:49.423000,,0 days 00:55:37.958000,0 days 00:56:27.336000,259.0,267.0,226.0,224.0,False,MEDIUM,2.0,True,0 days 00:48:03.830000,Mercedes,HAM,2,False,2021-12-11 13:33:04.014
29,0 days 00:57:50.472000,44,0 days 00:01:23.145000,5,4,,,0 days 00:00:16.867000,0 days 00:00:35.973000,0 days 00:00:30.305000,0 days 00:56:44.194000,0 days 00:57:20.167000,0 days 00:57:50.472000,295.0,318.0,223.0,322.0,False,MEDIUM,3.0,True,0 days 00:56:27.327000,Mercedes,HAM,2,True,2021-12-11 13:41:27.511
30,0 days 00:59:36.313000,44,0 days 00:01:45.841000,1,5,,0 days 00:59:35.135000,0 days 00:00:21.964000,0 days 00:00:43.590000,0 days 00:00:40.287000,0 days 00:58:12.436000,0 days 00:58:56.026000,0 days 00:59:36.313000,226.0,225.0,,241.0,False,MEDIUM,1.0,True,0 days 00:57:50.472000,Mercedes,HAM,1,False,2021-12-11 13:42:50.656
31,0 days 01:08:14.477000,44,,2,5,0 days 01:06:16.224000,,,0 days 00:00:47.364000,0 days 00:00:43.645000,,0 days 01:07:30.832000,0 days 01:08:14.511000,254.0,93.0,229.0,260.0,False,SOFT,2.0,True,0 days 00:59:36.313000,Mercedes,HAM,2,False,2021-12-11 13:44:36.497
32,0 days 01:09:37.137000,44,0 days 00:01:22.660000,3,5,,,0 days 00:00:16.834000,0 days 00:00:35.866000,0 days 00:00:29.960000,0 days 01:08:31.311000,0 days 01:09:07.177000,0 days 01:09:37.137000,295.0,318.0,223.0,322.0,False,SOFT,3.0,True,0 days 01:08:14.477000,Mercedes,HAM,1,True,2021-12-11 13:53:14.661
33,0 days 01:11:14.889000,44,0 days 00:01:37.752000,1,6,,0 days 01:11:13.738000,0 days 00:00:18.804000,0 days 00:00:40.231000,0 days 00:00:38.717000,0 days 01:09:55.941000,0 days 01:10:36.172000,0 days 01:11:14.889000,264.0,267.0,,280.0,False,SOFT,1.0,True,0 days 01:09:37.137000,Mercedes,HAM,1,False,2021-12-11 13:54:37.321
34,0 days 01:16:17.052000,44,,2,6,0 days 01:14:33.968000,,,0 days 00:00:43.428000,0 days 00:00:39.103000,,0 days 01:15:37.982000,0 days 01:16:17.054000,260.0,242.0,229.0,272.0,False,SOFT,2.0,True,0 days 01:11:14.889000,Mercedes,HAM,1,False,2021-12-11 13:56:15.073
35,0 days 01:17:39.532000,44,0 days 00:01:22.480000,3,6,,,0 days 00:00:16.902000,0 days 00:00:35.783000,0 days 00:00:29.795000,0 days 01:16:33.954000,0 days 01:17:09.737000,0 days 01:17:39.532000,294.0,315.0,226.0,320.0,True,SOFT,3.0,True,0 days 01:16:17.052000,Mercedes,HAM,1,True,2021-12-11 14:01:17.236
36,0 days 01:19:32.495000,44,0 days 00:01:52.963000,4,6,,,0 days 00:00:23.342000,0 days 00:00:46.665000,0 days 00:00:42.956000,0 days 01:18:02.874000,0 days 01:18:49.539000,0 days 01:19:32.495000,216.0,222.0,75.0,224.0,False,SOFT,4.0,True,0 days 01:17:39.532000,Mercedes,HAM,1,True,2021-12-11 14:02:39.716
37,0 days 01:20:46.369000,44,,1,6,,0 days 01:20:46.369000,0 days 00:00:23.342000,,,0 days 01:20:46.369000,,,,,,,False,SOFT,5.0,True,0 days 01:19:32.495000,Mercedes,HAM,1,False,2021-12-11 14:04:32.679
38,0 days 00:20:36.650000,4,,2,1,0 days 00:18:30.228000,,,0 days 00:00:41.531000,0 days 00:00:59.791000,,0 days 00:19:36.859000,0 days 00:20:36.902000,258.0,295.0,227.0,302.0,False,SOFT,1.0,True,0 days 00:18:30.228000,McLaren,NOR,1,False,2021-12-11 13:03:30.412
39,0 days 00:22:00.530000,4,0 days 00:01:23.880000,3,1,,,0 days 00:00:17.208000,0 days 00:00:36.324000,0 days 00:00:30.348000,0 days 00:20:53.858000,0 days 00:21:30.182000,0 days 00:22:00.530000,286.0,309.0,220.0,319.0,False,SOFT,2.0,True,0 days 00:20:36.650000,McLaren,NOR,1,True,2021-12-11 13:05:36.834
40,0 days 00:24:31.842000,4,,1,1,,,0 days 00:00:28.456000,0 days 00:01:09.214000,0 days 00:00:53.592000,0 days 00:22:29.036000,0 days 00:23:38.298000,0 days 00:24:32.034000,124.0,227.0,229.0,191.0,False,SOFT,3.0,True,0 days 00:22:00.530000,McLaren,NOR,1,False,2021-12-11 13:07:00.714
41,0 days 00:25:55.395000,4,0 days 00:01:23.553000,2,1,,,0 days 00:00:17.167000,0 days 00:00:36.078000,0 days 00:00:30.308000,0 days 00:24:49.009000,0 days 00:25:25.087000,0 days 00:25:55.395000,285.0,311.0,225.0,321.0,False,SOFT,4.0,True,0 days 00:24:31.842000,McLaren,NOR,1,True,2021-12-11 13:09:32.026
42,0 days 00:43:26.223000,4,,3,2,,0 days 00:27:49.060000,0 days 00:00:19.763000,,,0 days 00:26:15.146000,,,241.0,,,321.0,False,SOFT,1.0,True,0 days 00:25:55.395000,McLaren,NOR,52,False,2021-12-11 13:10:55.579
43,0 days 00:45:22.079000,4,,1,2,0 days 00:43:26.116000,,,0 days 00:00:44.317000,0 days 00:00:41.214000,,0 days 00:44:40.872000,0 days 00:45:22.079000,264.0,253.0,228.0,295.0,False,MEDIUM,2.0,True,0 days 00:43:26.223000,McLaren,NOR,1,False,2021-12-11 13:28:26.407
44,0 days 00:46:45.809000,4,0 days 00:01:23.729000,2,2,,,0 days 00:00:17.123000,,,0 days 00:45:39.243000,,,287.0,,222.0,322.0,False,MEDIUM,3.0,True,0 days 00:45:22.079000,McLaren,NOR,1,False,2021-12-11 13:30:22.263
45,0 days 00:49:06.287000,4,0 days 00:02:20.478000,3,2,,,0 days 00:00:25.368000,0 days 00:01:05.459000,0 days 00:00:49.651000,0 days 00:47:11.177000,0 days 00:48:16.636000,0 days 00:49:06.287000,245.0,247.0,230.0,193.0,False,MEDIUM,4.0,True,0 days 00:46:45.809000,McLaren,NOR,1,True,2021-12-11 13:31:45.993
46,0 days 00:50:30.143000,4,0 days 00:01:23.856000,1,2,,,0 days 00:00:17.095000,0 days 00:00:36.117000,0 days 00:00:30.644000,0 days 00:49:23.382000,0 days 00:49:59.499000,0 days 00:50:30.143000,287.0,311.0,222.0,321.0,False,MEDIUM,5.0,True,0 days 00:49:06.287000,McLaren,NOR,1,True,2021-12-11 13:34:06.471
47,0 days 00:52:16.002000,4,0 days 00:01:45.859000,2,3,,0 days 00:52:14.657000,0 days 00:00:22.380000,0 days 00:00:44.497000,0 days 00:00:38.982000,0 days 00:50:52.523000,0 days 00:51:37.020000,0 days 00:52:16.002000,239.0,200.0,,225.0,False,MEDIUM,1.0,True,0 days 00:50:30.143000,McLaren,NOR,2,False,2021-12-11 13:35:30.327
48,0 days 00:57:21.295000,4,,3,3,0 days 00:54:36.891000,,,0 days 00:00:44.569000,0 days 00:01:29.543000,,0 days 00:55:51.794000,0 days 00:57:21.306000,260.0,234.0,226.0,292.0,False,SOFT,2.0,True,0 days 00:52:16.002000,McLaren,NOR,2,False,2021-12-11 13:37:16.186
49,0 days 00:58:44.551000,4,0 days 00:01:23.256000,1,3,,,0 days 00:00:17.113000,0 days 00:00:35.906000,0 days 00:00:30.237000,0 days 00:57:38.408000,0 days 00:58:14.314000,0 days 00:58:44.551000,288.0,319.0,222.0,322.0,False,SOFT,3.0,True,0 days 00:57:21.295000,McLaren,NOR,1,True,2021-12-11 13:42:21.479
50,0 days 01:00:35.789000,4,0 days 00:01:51.238000,2,4,,0 days 01:00:34.632000,0 days 00:00:22.245000,0 days 00:00:47.676000,0 days 00:00:41.317000,0 days 00:59:06.796000,0 days 00:59:54.472000,0 days 01:00:35.789000,218.0,215.0,,186.0,False,SOFT,1.0,True,0 days 00:58:44.551000,McLaren,NOR,1,False,2021-12-11 13:43:44.735
51,0 days 01:07:57.699000,4,,3,4,0 days 01:06:09.883000,,,0 days 00:00:45.187000,0 days 00:00:37.741000,,0 days 01:07:19.980000,0 days 01:07:57.926000,263.0,276.0,230.0,286.0,False,SOFT,2.0,True,0 days 01:00:35.789000,McLaren,NOR,2,False,2021-12-11 13:45:35.973
52,0 days 01:09:21.091000,4,0 days 00:01:23.392000,1,4,,,0 days 00:00:16.979000,0 days 00:00:36.072000,0 days 00:00:30.341000,0 days 01:08:14.678000,0 days 01:08:50.750000,0 days 01:09:21.091000,288.0,317.0,221.0,320.0,False,SOFT,3.0,True,0 days 01:07:57.699000,McLaren,NOR,1,True,2021-12-11 13:52:57.883
53,0 days 01:11:09.978000,4,0 days 00:01:48.887000,2,5,,0 days 01:11:08.846000,0 days 00:00:24.356000,0 days 00:00:45.888000,0 days 00:00:38.643000,0 days 01:09:45.447000,0 days 01:10:31.335000,0 days 01:11:09.978000,232.0,208.0,,217.0,False,SOFT,1.0,True,0 days 01:09:21.091000,McLaren,NOR,1,False,2021-12-11 13:54:21.275
54,0 days 01:16:46.445000,4,,3,5,0 days 01:14:42.248000,,,0 days 00:00:46.842000,0 days 00:00:44.548000,,0 days 01:16:01.938000,0 days 01:16:46.468000,259.0,293.0,231.0,290.0,False,SOFT,,True,0 days 01:11:09.978000,McLaren,NOR,1,False,2021-12-11 13:56:10.162
55,0 days 01:18:09.376000,4,0 days 00:01:22.931000,4,5,,,0 days 00:00:16.967000,0 days 00:00:35.844000,0 days 00:00:30.120000,0 days 01:17:03.412000,0 days 01:17:39.256000,0 days 01:18:09.376000,288.0,318.0,220.0,321.0,True,SOFT,,True,0 days 01:16:46.445000,McLaren,NOR,1,True,2021-12-11 14:01:46.629
56,0 days 01:20:04.667000,4,0 days 00:01:55.291000,5,5,,,0 days 00:00:19.630000,0 days 00:00:50.407000,0 days 00:00:45.254000,0 days 01:18:29.006000,0 days 01:19:19.413000,0 days 01:20:04.667000,215.0,189.0,54.0,155.0,False,SOFT,,True,0 days 01:18:09.376000,McLaren,NOR,1,True,2021-12-11 14:03:09.560
57,0 days 00:16:45.743000,11,,1,1,0 days 00:15:07.616000,,,0 days 00:00:42.084000,0 days 00:00:34.674000,,0 days 00:16:11.087000,0 days 00:16:45.963000,266.0,248.0,225.0,249.0,False,SOFT,1.0,True,0 days 00:15:07.616000,Red Bull Racing,PER,1,False,2021-12-11 13:00:07.800
58,0 days 00:18:09.996000,11,0 days 00:01:24.253000,1,1,,,0 days 00:00:17.189000,0 days 00:00:36.379000,0 days 00:00:30.685000,0 days 00:17:02.932000,0 days 00:17:39.311000,0 days 00:18:09.996000,290.0,315.0,222.0,319.0,False,SOFT,2.0,True,0 days 00:16:45.743000,Red Bull Racing,PER,1,True,2021-12-11 13:01:45.927
59,0 days 00:20:07.243000,11,0 days 00:01:57.247000,2,2,,0 days 00:20:06.195000,0 days 00:00:23.382000,0 days 00:00:50.639000,0 days 00:00:43.226000,0 days 00:18:33.378000,0 days 00:19:24.017000,0 days 00:20:07.243000,199.0,188.0,,249.0,False,SOFT,1.0,True,0 days 00:18:09.996000,Red Bull Racing,PER,1,False,2021-12-11 13:03:10.180
60,0 days 00:22:25.911000,11,0 days 00:02:18.668000,3,2,0 days 00:20:29.148000,,0 days 00:00:44.630000,0 days 00:00:51.625000,0 days 00:00:42.413000,0 days 00:20:51.873000,0 days 00:21:43.498000,0 days 00:22:25.911000,165.0,248.0,223.0,204.0,False,SOFT,5.0,False,0 days 00:20:07.243000,Red Bull Racing,PER,1,False,2021-12-11 13:05:07.427
61,0 days 00:23:49.488000,11,0 days 00:01:23.577000,4,2,,,0 days 00:00:17.158000,0 days 00:00:36.154000,0 days 00:00:30.265000,0 days 00:22:43.069000,0 days 00:23:19.223000,0 days 00:23:49.488000,293.0,321.0,223.0,323.0,False,SOFT,6.0,False,0 days 00:22:25.911000,Red Bull Racing,PER,1,True,2021-12-11 13:07:26.095
62,0 days 00:25:41.971000,11,0 days 00:01:52.483000,5,3,,0 days 00:25:40.872000,0 days 00:00:20.550000,0 days 00:00:53.410000,0 days 00:00:38.523000,0 days 00:24:10.038000,0 days 00:25:03.448000,0 days 00:25:41.971000,253.0,213.0,,196.0,False,SOFT,4.0,False,0 days 00:23:49.488000,Red Bull Racing,PER,1,False,2021-12-11 13:08:49.672
63,0 days 00:34:12.677000,11,,1,3,0 days 00:31:54.745000,,,0 days 00:00:42.852000,0 days 00:01:11.336000,,0 days 00:33:01.437000,0 days 00:34:12.898000,241.0,224.0,224.0,256.0,False,SOFT,8.0,False,0 days 00:25:41.971000,Red Bull Racing,PER,5,False,2021-12-11 13:10:42.155
