,Time,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate
64,0 days 00:35:36.027000,11,0 days 00:01:23.350000,2,3,,,0 days 00:00:17.214000,0 days 00:00:35.981000,0 days 00:00:30.155000,0 days 00:34:29.891000,0 days 00:35:05.872000,0 days 00:35:36.027000,292.0,319.0,222.0,323.0,False,SOFT,9.0,False,0 days 00:34:12.677000,Red Bull Racing,PER,1,True,2021-12-11 13:19:12.861
65,0 days 00:37:21.118000,11,0 days 00:01:45.091000,3,4,,0 days 00:37:20.054000,0 days 00:00:21.284000,0 days 00:00:44.767000,0 days 00:00:39.040000,0 days 00:35:57.311000,0 days 00:36:42.078000,0 days 00:37:21.118000,249.0,250.0,,231.0,False,SOFT,7.0,False,0 days 00:35:36.027000,Red Bull Racing,PER,1,False,2021-12-11 13:20:36.211
66,0 days 00:44:55.630000,11,,1,4,0 days 00:43:14.429000,,,0 days 00:00:40.654000,0 days 00:00:37.562000,,0 days 00:44:18.104000,0 days 00:44:55.655000,264.0,248.0,226.0,292.0,False,MEDIUM,2.0,True,0 days 00:37:21.118000,Red Bull Racing,PER,2,False,2021-12-11 13:22:21.302
67,0 days 00:46:19.381000,11,0 days 00:01:23.751000,2,4,,,0 days 00:00:17.051000,0 days 00:00:36.101000,0 days 00:00:30.599000,0 days 00:45:12.681000,0 days 00:45:48.782000,0 days 00:46:19.381000,295.0,323.0,221.0,326.0,False,MEDIUM,3.0,True,0 days 00:44:55.630000,Red Bull Racing,PER,1,True,2021-12-11 13:29:55.814
68,0 days 00:48:33.315000,11,0 days 00:02:13.934000,3,4,,,0 days 00:00:22.633000,0 days 00:00:59.546000,0 days 00:00:51.755000,0 days 00:46:42.014000,0 days 00:47:41.560000,0 days 00:48:33.315000,214.0,155.0,226.0,157.0,False,MEDIUM,4.0,True,0 days 00:46:19.381000,Red Bull Racing,PER,1,True,2021-12-11 13:31:19.565
69,0 days 00:49:57.109000,11,0 days 00:01:23.794000,1,4,,,0 days 00:00:17.046000,0 days 00:00:36.114000,0 days 00:00:30.634000,0 days 00:48:50.361000,0 days 00:49:26.475000,0 days 00:49:57.109000,295.0,321.0,221.0,325.0,False,MEDIUM,5.0,True,0 days 00:48:33.315000,Red Bull Racing,PER,1,True,2021-12-11 13:33:33.499
70,0 days 00:51:34.415000,11,0 days 00:01:37.306000,2,5,,0 days 00:51:33.276000,0 days 00:00:19.154000,0 days 00:00:40.872000,0 days 00:00:37.280000,0 days 00:50:16.263000,0 days 00:50:57.135000,0 days 00:51:34.415000,266.0,268.0,,267.0,False,MEDIUM,1.0,True,0 days 00:49:57.109000,Red Bull Racing,PER,2,False,2021-12-11 13:34:57.293
71,0 days 00:56:49.050000,11,,3,5,0 days 00:54:41.925000,,,0 days 00:00:40.319000,0 days 00:00:56.186000,,0 days 00:55:52.883000,0 days 00:56:49.052000,254.0,272.0,222.0,283.0,False,SOFT,2.0,True,0 days 00:51:34.415000,Red Bull Racing,PER,2,False,2021-12-11 13:36:34.599
72,0 days 00:58:12.185000,11,0 days 00:01:23.135000,1,5,,,0 days 00:00:17.063000,0 days 00:00:35.696000,0 days 00:00:30.376000,0 days 00:57:06.113000,0 days 00:57:41.809000,0 days 00:58:12.185000,296.0,323.0,223.0,327.0,False,SOFT,3.0,True,0 days 00:56:49.050000,Red Bull Racing,PER,2,True,2021-12-11 13:41:49.234
73,0 days 01:00:03.909000,11,0 days 00:01:51.724000,2,6,,0 days 01:00:02.805000,0 days 00:00:23.078000,0 days 00:00:45.238000,0 days 00:00:43.408000,0 days 00:58:35.263000,0 days 00:59:20.501000,0 days 01:00:03.909000,242.0,240.0,,227.0,False,SOFT,1.0,True,0 days 00:58:12.185000,Red Bull Racing,PER,1,False,2021-12-11 13:43:12.369
74,0 days 01:07:45.622000,11,,3,6,0 days 01:06:03.465000,,,0 days 00:00:40.312000,0 days 00:00:40.103000,,0 days 01:07:05.563000,0 days 01:07:45.880000,265.0,275.0,225.0,277.0,False,SOFT,2.0,True,0 days 01:00:03.909000,Red Bull Racing,PER,2,False,2021-12-11 13:45:04.093
75,0 days 01:09:25.800000,11,0 days 00:01:40.178000,1,6,,,0 days 00:00:17.090000,0 days 00:00:39.997000,0 days 00:00:43.091000,0 days 01:08:02.712000,0 days 01:08:42.709000,0 days 01:09:25.800000,294.0,241.0,228.0,320.0,False,SOFT,3.0,True,0 days 01:07:45.622000,Red Bull Racing,PER,1,True,2021-12-11 13:52:45.806
76,0 days 01:10:48.768000,11,0 days 00:01:22.968000,2,6,,,0 days 00:00:16.978000,0 days 00:00:35.943000,0 days 00:00:30.047000,0 days 01:09:42.778000,0 days 01:10:18.721000,0 days 01:10:48.768000,,317.0,224.0,327.0,False,SOFT,4.0,True,0 days 01:09:25.800000,Red Bull Racing,PER,1,True,2021-12-11 13:54:25.984
77,0 days 01:12:35.574000,11,0 days 00:01:46.806000,3,7,,0 days 01:12:34.447000,0 days 00:00:20.898000,0 days 00:00:44.122000,0 days 00:00:41.786000,0 days 01:11:09.666000,0 days 01:11:53.788000,0 days 01:12:35.574000,257.0,231.0,,245.0,False,SOFT,1.0,True,0 days 01:10:48.768000,Red Bull Racing,PER,1,False,2021-12-11 13:55:48.952
78,0 days 01:16:50.532000,11,,4,7,0 days 01:14:49.067000,,,0 days 00:00:40.555000,0 days 00:00:47.287000,,0 days 01:16:03.255000,0 days 01:16:50.532000,253.0,237.0,226.0,301.0,False,SOFT,2.0,True,0 days 01:12:35.574000,Red Bull Racing,PER,1,False,2021-12-11 13:57:35.758
79,0 days 01:18:13.479000,11,0 days 00:01:22.947000,5,7,,,0 days 00:00:16.976000,0 days 00:00:35.784000,0 days 00:00:30.187000,0 days 01:17:07.508000,0 days 01:17:43.292000,0 days 01:18:13.479000,297.0,322.0,223.0,327.0,True,SOFT,3.0,True,0 days 01:16:50.532000,Red Bull Racing,PER,1,True,2021-12-11 14:01:50.716
80,0 days 01:20:08.344000,11,0 days 00:01:54.865000,6,7,,0 days 01:20:05.824000,0 days 00:00:22.157000,0 days 00:00:49.151000,0 days 00:00:43.557000,0 days 01:18:35.636000,0 days 01:19:24.787000,0 days 01:20:08.344000,233.0,201.0,,208.0,False,SOFT,4.0,True,0 days 01:18:13.479000,Red Bull Racing,PER,1,False,2021-12-11 14:03:13.663
81,0 days 00:18:02.448000,55,,1,1,0 days 00:16:03.697000,,,0 days 00:00:52.105000,0 days 00:00:41.077000,,0 days 00:17:21.371000,0 days 00:18:02.665000,239.0,237.0,227.0,255.0,False,MEDIUM,1.0,True,0 days 00:16:03.697000,Ferrari,SAI,1,False,2021-12-11 13:01:03.881
82,0 days 00:19:26.766000,55,0 days 00:01:24.318000,2,1,,,0 days 00:00:17.272000,0 days 00:00:36.416000,0 days 00:00:30.630000,0 days 00:18:19.720000,0 days 00:18:56.136000,0 days 00:19:26.766000,286.0,313.0,224.0,318.0,False,MEDIUM,2.0,True,0 days 00:18:02.448000,Ferrari,SAI,1,True,2021-12-11 13:03:02.632
83,0 days 00:21:55.911000,55,0 days 00:02:29.145000,3,1,,,0 days 00:00:28.533000,0 days 00:01:12.133000,0 days 00:00:48.479000,0 days 00:19:55.299000,0 days 00:21:07.432000,0 days 00:21:55.911000,95.0,98.0,224.0,173.0,False,MEDIUM,3.0,True,0 days 00:19:26.766000,Ferrari,SAI,1,True,2021-12-11 13:04:26.950
84,0 days 00:23:29.308000,55,0 days 00:01:33.397000,4,2,,0 days 00:23:27.662000,0 days 00:00:17.405000,0 days 00:00:36.332000,0 days 00:00:39.660000,0 days 00:22:13.316000,0 days 00:22:49.648000,0 days 00:23:29.308000,287.0,317.0,,320.0,False,MEDIUM,1.0,True,0 days 00:21:55.911000,Ferrari,SAI,1,False,2021-12-11 13:06:56.095
85,0 days 00:29:09.651000,55,,1,3,0 days 00:25:48.129000,0 days 00:27:59.430000,,,,,,,170.0,,,,False,SOFT,1.0,True,0 days 00:23:29.308000,Ferrari,SAI,5,False,2021-12-11 13:08:29.492
86,0 days 00:30:57.986000,55,,2,3,0 days 00:29:09.651000,,,0 days 00:00:44.970000,0 days 00:00:42.333000,,0 days 00:30:15.653000,0 days 00:30:58.241000,269.0,185.0,225.0,280.0,False,SOFT,2.0,True,0 days 00:29:09.651000,Ferrari,SAI,1,False,2021-12-11 13:14:09.835
87,0 days 00:32:21.853000,55,0 days 00:01:23.867000,3,3,,,0 days 00:00:17.248000,0 days 00:00:36.237000,0 days 00:00:30.382000,0 days 00:31:15.234000,0 days 00:31:51.471000,0 days 00:32:21.853000,286.0,315.0,224.0,317.0,False,SOFT,3.0,True,0 days 00:30:57.986000,Ferrari,SAI,1,True,2021-12-11 13:15:58.170
88,0 days 00:34:53.750000,55,,1,3,,,0 days 00:00:24.920000,0 days 00:01:02.620000,0 days 00:01:04.352000,0 days 00:32:46.818000,0 days 00:33:49.421000,0 days 00:34:53.968000,190.0,129.0,223.0,199.0,False,SOFT,4.0,True,0 days 00:32:21.853000,Ferrari,SAI,1,False,2021-12-11 13:17:22.037
89,0 days 00:36:17.374000,55,0 days 00:01:23.624000,2,3,,,0 days 00:00:17.284000,0 days 00:00:36.065000,0 days 00:00:30.275000,0 days 00:35:11.034000,0 days 00:35:47.099000,0 days 00:36:17.374000,287.0,319.0,221.0,322.0,False,SOFT,5.0,True,0 days 00:34:53.750000,Ferrari,SAI,1,True,2021-12-11 13:19:53.934
90,0 days 00:38:09.222000,55,0 days 00:01:51.848000,3,4,,0 days 00:38:08.195000,0 days 00:00:22.518000,0 days 00:00:46.208000,0 days 00:00:43.122000,0 days 00:36:39.892000,0 days 00:37:26.100000,0 days 00:38:09.222000,212.0,242.0,,222.0,False,SOFT,1.0,True,0 days 00:36:17.374000,Ferrari,SAI,2,False,2021-12-11 13:21:17.558
91,0 days 00:48:19.784000,55,,4,4,0 days 00:45:58.718000,,,0 days 00:00:55.168000,0 days 00:00:54.127000,,0 days 00:47:25.676000,0 days 00:48:19.784000,196.0,225.0,226.0,234.0,False,SOFT,2.0,True,0 days 00:38:09.222000,Ferrari,SAI,2,False,2021-12-11 13:23:09.406
92,0 days 00:49:42.958000,55,0 days 00:01:23.174000,1,4,,,0 days 00:00:17.130000,0 days 00:00:35.908000,0 days 00:00:30.136000,0 days 00:48:36.914000,0 days 00:49:12.822000,0 days 00:49:42.958000,287.0,317.0,222.0,320.0,False,SOFT,3.0,True,0 days 00:48:19.784000,Ferrari,SAI,1,True,2021-12-11 13:33:19.968
93,0 days 00:51:38.028000,55,0 days 00:01:55.070000,2,5,,0 days 00:51:36.885000,0 days 00:00:22.322000,0 days 00:00:49.283000,0 days 00:00:43.465000,0 days 00:50:05.280000,0 days 00:50:54.563000,0 days 00:51:38.028000,218.0,185.0,,212.0,False,SOFT,1.0,True,0 days 00:49:42.958000,Ferrari,SAI,2,False,2021-12-11 13:34:43.142
94,0 days 00:57:08.073000,55,,3,5,0 days 00:54:17.438000,,,0 days 00:01:00.521000,0 days 00:01:20.321000,,0 days 00:55:47.770000,0 days 00:57:08.073000,188.0,227.0,223.0,188.0,False,SOFT,,True,0 days 00:51:38.028000,Ferrari,SAI,2,False,2021-12-11 13:36:38.212
95,0 days 00:58:33.214000,55,0 days 00:01:25.141000,4,5,,,0 days 00:00:17.203000,0 days 00:00:36.060000,0 days 00:00:31.878000,0 days 00:57:25.276000,0 days 00:58:01.336000,0 days 00:58:33.214000,287.0,316.0,180.0,321.0,False,SOFT,,True,0 days 00:57:08.073000,Ferrari,SAI,1,True,2021-12-11 13:42:08.257
96,0 days 01:00:31.097000,55,0 days 00:01:57.883000,5,6,,0 days 01:00:29.935000,0 days 00:00:24.665000,0 days 00:00:50.345000,0 days 00:00:42.873000,0 days 00:58:57.879000,0 days 00:59:48.224000,0 days 01:00:31.097000,194.0,192.0,,192.0,False,SOFT,,True,0 days 00:58:33.214000,Ferrari,SAI,1,False,2021-12-11 13:43:33.398
97,0 days 01:08:53.583000,55,,6,6,0 days 01:06:45.048000,,,0 days 00:00:50.651000,0 days 00:00:52.336000,,0 days 01:08:01.247000,0 days 01:08:53.635000,235.0,177.0,227.0,242.0,False,SOFT,2.0,True,0 days 01:00:31.097000,Ferrari,SAI,2,False,2021-12-11 13:45:31.281
98,0 days 01:10:16.799000,55,0 days 00:01:23.216000,1,6,,,0 days 00:00:17.122000,0 days 00:00:35.837000,0 days 00:00:30.257000,0 days 01:09:10.705000,0 days 01:09:46.542000,0 days 01:10:16.799000,287.0,318.0,223.0,321.0,False,SOFT,3.0,True,0 days 01:08:53.583000,Ferrari,SAI,1,True,2021-12-11 13:53:53.767
99,0 days 01:12:06.731000,55,0 days 00:01:49.932000,2,7,,0 days 01:12:05.595000,0 days 00:00:21.242000,0 days 00:00:45.622000,0 days 00:00:43.068000,0 days 01:10:38.041000,0 days 01:11:23.663000,0 days 01:12:06.731000,236.0,227.0,,227.0,False,SOFT,1.0,True,0 days 01:10:16.799000,Ferrari,SAI,1,False,2021-12-11 13:55:16.983
100,0 days 01:17:03.277000,55,,3,7,0 days 01:14:39.577000,,,0 days 00:00:53.962000,0 days 00:01:00.739000,,0 days 01:16:02.584000,0 days 01:17:03.312000,224.0,171.0,226.0,238.0,False,SOFT,2.0,True,0 days 01:12:06.731000,Ferrari,SAI,1,False,2021-12-11 13:57:06.915
101,0 days 01:18:26.269000,55,0 days 00:01:22.992000,1,7,,,0 days 00:00:17.113000,0 days 00:00:35.839000,0 days 00:00:30.040000,0 days 01:17:20.390000,0 days 01:17:56.229000,0 days 01:18:26.269000,288.0,317.0,223.0,321.0,True,SOFT,3.0,True,0 days 01:17:03.277000,Ferrari,SAI,1,True,2021-12-11 14:02:03.461
102,0 days 01:20:23.090000,55,0 days 00:01:56.821000,2,7,,0 days 01:20:20.334000,0 days 00:00:22.199000,0 days 00:00:51.628000,0 days 00:00:42.994000,0 days 01:18:48.468000,0 days 01:19:40.096000,0 days 01:20:23.090000,208.0,192.0,,201.0,False,SOFT,4.0,True,0 days 01:18:26.269000,Ferrari,SAI,1,False,2021-12-11 14:03:26.453
103,0 days 00:20:00.296000,77,,3,1,0 days 00:18:07.905000,,,0 days 00:00:46.084000,0 days 00:00:45.648000,,0 days 00:19:14.648000,0 days 00:20:00.487000,257.0,240.0,223.0,254.0,False,SOFT,1.0,True,0 days 00:18:07.905000,Mercedes,BOT,1,False,2021-12-11 13:03:08.089
104,0 days 00:21:23.663000,77,0 days 00:01:23.367000,4,1,,,0 days 00:00:17.176000,0 days 00:00:36.064000,0 days 00:00:30.127000,0 days 00:20:17.472000,0 days 00:20:53.536000,0 days 00:21:23.663000,291.0,314.0,225.0,318.0,False,SOFT,2.0,True,0 days 00:20:00.296000,Mercedes,BOT,1,True,2021-12-11 13:05:00.480
105,0 days 00:23:11.828000,77,0 days 00:01:48.165000,1,2,,0 days 00:23:10.792000,0 days 00:00:23.013000,0 days 00:00:44.594000,0 days 00:00:40.558000,0 days 00:21:46.676000,0 days 00:22:31.270000,0 days 00:23:11.828000,216.0,258.0,,248.0,False,SOFT,1.0,True,0 days 00:21:23.663000,Mercedes,BOT,1,False,2021-12-11 13:06:23.847
106,0 days 00:33:43.868000,77,,2,2,0 days 00:31:43.420000,,,0 days 00:00:47.684000,0 days 00:00:48.357000,,0 days 00:32:55.529000,0 days 00:33:44.134000,259.0,223.0,225.0,224.0,False,SOFT,5.0,False,0 days 00:23:11.828000,Mercedes,BOT,5,False,2021-12-11 13:08:12.012
107,0 days 00:35:06.985000,77,0 days 00:01:23.117000,3,2,,,0 days 00:00:17.079000,0 days 00:00:36.047000,0 days 00:00:29.991000,0 days 00:34:00.947000,0 days 00:34:36.994000,0 days 00:35:06.985000,291.0,315.0,221.0,320.0,False,SOFT,6.0,False,0 days 00:33:43.868000,Mercedes,BOT,1,True,2021-12-11 13:18:44.052
108,0 days 00:36:50.720000,77,0 days 00:01:43.735000,1,3,,0 days 00:36:49.304000,0 days 00:00:18.781000,0 days 00:00:43.412000,0 days 00:00:41.542000,0 days 00:35:25.766000,0 days 00:36:09.178000,0 days 00:36:50.720000,263.0,239.0,,253.0,False,SOFT,4.0,False,0 days 00:35:06.985000,Mercedes,BOT,1,False,2021-12-11 13:20:07.169
109,0 days 00:44:51.848000,77,,2,3,0 days 00:43:07.016000,,,0 days 00:00:42.722000,0 days 00:00:39.794000,,0 days 00:44:12.114000,0 days 00:44:51.895000,264.0,230.0,228.0,277.0,False,MEDIUM,2.0,True,0 days 00:36:50.720000,Mercedes,BOT,2,False,2021-12-11 13:21:50.904
110,0 days 00:46:15.094000,77,0 days 00:01:23.246000,3,3,,,0 days 00:00:17.025000,0 days 00:00:36.079000,0 days 00:00:30.142000,0 days 00:45:08.873000,0 days 00:45:44.952000,0 days 00:46:15.094000,292.0,316.0,224.0,320.0,False,MEDIUM,3.0,True,0 days 00:44:51.848000,Mercedes,BOT,1,True,2021-12-11 13:29:52.032
111,0 days 00:48:29.036000,77,0 days 00:02:13.942000,1,3,,,0 days 00:00:22.399000,0 days 00:00:49.647000,0 days 00:01:01.896000,0 days 00:46:37.493000,0 days 00:47:27.140000,0 days 00:48:29.036000,222.0,208.0,226.0,222.0,False,MEDIUM,4.0,True,0 days 00:46:15.094000,Mercedes,BOT,1,True,2021-12-11 13:31:15.278
112,0 days 00:49:52.375000,77,0 days 00:01:23.339000,2,3,,,0 days 00:00:17.059000,0 days 00:00:35.992000,0 days 00:00:30.288000,0 days 00:48:46.095000,0 days 00:49:22.087000,0 days 00:49:52.375000,292.0,316.0,223.0,320.0,False,MEDIUM,5.0,True,0 days 00:48:29.036000,Mercedes,BOT,1,True,2021-12-11 13:33:29.220
113,0 days 00:51:33.846000,77,0 days 00:01:41.471000,3,4,,0 days 00:51:32.461000,0 days 00:00:20.327000,0 days 00:00:41.389000,0 days 00:00:39.755000,0 days 00:50:12.702000,0 days 00:50:54.091000,0 days 00:51:33.846000,255.0,260.0,,277.0,False,MEDIUM,1.0,True,0 days 00:49:52.375000,Mercedes,BOT,2,False,2021-12-11 13:34:52.559
114,0 days 00:57:02.132000,77,,1,4,0 days 00:54:34.034000,,,0 days 00:00:46.128000,0 days 00:01:11.120000,,0 days 00:55:51.012000,0 days 00:57:02.179000,253.0,157.0,220.0,231.0,False,MEDIUM,2.0,True,0 days 00:51:33.846000,Mercedes,BOT,2,False,2021-12-11 13:36:34.030
115,0 days 00:58:25.435000,77,0 days 00:01:23.303000,2,4,,,0 days 00:00:17.211000,0 days 00:00:35.871000,0 days 00:00:30.221000,0 days 00:57:19.343000,0 days 00:57:55.214000,0 days 00:58:25.435000,293.0,317.0,223.0,322.0,False,MEDIUM,3.0,True,0 days 00:57:02.132000,Mercedes,BOT,1,True,2021-12-11 13:42:02.316
116,0 days 01:00:13.622000,77,0 days 00:01:48.187000,3,5,,0 days 01:00:12.493000,0 days 00:00:20.840000,0 days 00:00:45.278000,0 days 00:00:42.069000,0 days 00:58:46.275000,0 days 00:59:31.553000,0 days 01:00:13.622000,257.0,214.0,,209.0,False,MEDIUM,1.0,True,0 days 00:58:25.435000,Mercedes,BOT,1,False,2021-12-11 13:43:25.619
117,0 days 01:08:22.244000,77,,4,5,0 days 01:06:17.979000,,,0 days 00:00:45.834000,0 days 00:00:50.005000,,0 days 01:07:32.239000,0 days 01:08:22.277000,260.0,132.0,225.0,257.0,False,SOFT,2.0,True,0 days 01:00:13.622000,Mercedes,BOT,2,False,2021-12-11 13:45:13.806
118,0 days 01:09:45.436000,77,0 days 00:01:23.192000,5,5,,,0 days 00:00:17.024000,0 days 00:00:36.182000,0 days 00:00:29.986000,0 days 01:08:39.268000,0 days 01:09:15.450000,0 days 01:09:45.436000,291.0,316.0,225.0,320.0,False,SOFT,3.0,True,0 days 01:08:22.244000,Mercedes,BOT,1,True,2021-12-11 13:53:22.428
119,0 days 01:11:24.913000,77,0 days 00:01:39.477000,1,6,,0 days 01:11:23.782000,0 days 00:00:19.679000,0 days 00:00:40.621000,0 days 00:00:39.177000,0 days 01:10:05.115000,0 days 01:10:45.736000,0 days 01:11:24.913000,259.0,263.0,,273.0,False,SOFT,1.0,True,0 days 01:09:45.436000,Mercedes,BOT,1,False,2021-12-11 13:54:45.620
120,0 days 01:16:23.848000,77,,2,6,0 days 01:14:34.804000,,,0 days 00:00:43.599000,0 days 00:00:41.789000,,0 days 01:15:42.075000,0 days 01:16:23.848000,264.0,223.0,227.0,272.0,False,SOFT,2.0,True,0 days 01:11:24.913000,Mercedes,BOT,1,False,2021-12-11 13:56:25.097
121,0 days 01:17:46.884000,77,0 days 00:01:23.036000,1,6,,,0 days 00:00:17.044000,0 days 00:00:35.968000,0 days 00:00:30.024000,0 days 01:16:40.892000,0 days 01:17:16.860000,0 days 01:17:46.884000,293.0,315.0,225.0,320.0,True,SOFT,3.0,True,0 days 01:16:23.848000,Mercedes,BOT,1,True,2021-12-11 14:01:24.032
122,0 days 01:19:39.373000,77,0 days 00:01:52.489000,2,6,,0 days 01:19:36.912000,0 days 00:00:21.489000,0 days 00:00:48.516000,0 days 00:00:42.484000,0 days 01:18:08.373000,0 days 01:18:56.889000,0 days 01:19:39.373000,219.0,191.0,,188.0,False,SOFT,4.0,True,0 days 01:17:46.884000,Mercedes,BOT,1,False,2021-12-11 14:02:47.068
123,0 days 00:17:19.769000,16,,3,1,0 days 00:15:16.283000,,,0 days 00:00:45.989000,0 days 00:00:48.478000,,0 days 00:16:31.395000,0 days 00:17:19.977000,248.0,243.0,225.0,250.0,False,MEDIUM,1.0,True,0 days 00:15:16.283000,Ferrari,LEC,1,False,2021-12-11 13:00:16.467
124,0 days 00:18:44.514000,16,0 days 00:01:24.745000,1,1,,,0 days 00:00:17.275000,0 days 00:00:36.638000,0 days 00:00:30.832000,0 days 00:17:37.044000,0 days 00:18:13.682000,0 days 00:18:44.514000,287.0,317.0,222.0,322.0,False,MEDIUM,2.0,True,0 days 00:17:19.769000,Ferrari,LEC,1,True,2021-12-11 13:02:19.953
125,0 days 00:21:02.826000,16,0 days 00:02:18.312000,2,1,,,0 days 00:00:29.111000,0 days 00:01:04.052000,0 days 00:00:45.149000,0 days 00:19:13.625000,0 days 00:20:17.677000,0 days 00:21:02.826000,146.0,136.0,225.0,202.0,False,MEDIUM,3.0,True,0 days 00:18:44.514000,Ferrari,LEC,1,True,2021-12-11 13:03:44.698
126,0 days 00:22:27.161000,16,0 days 00:01:24.335000,3,1,,,0 days 00:00:17.294000,0 days 00:00:36.353000,0 days 00:00:30.688000,0 days 00:21:20.120000,0 days 00:21:56.473000,0 days 00:22:27.161000,287.0,316.0,222.0,321.0,False,MEDIUM,4.0,True,0 days 00:21:02.826000,Ferrari,LEC,1,True,2021-12-11 13:06:03.010
127,0 days 00:24:03.107000,16,0 days 00:01:35.946000,1,2,,0 days 00:24:02.056000,0 days 00:00:19.085000,0 days 00:00:40.323000,0 days 00:00:36.538000,0 days 00:22:46.246000,0 days 00:23:26.569000,0 days 00:24:03.107000,258.0,287.0,,284.0,False,MEDIUM,1.0,True,0 days 00:22:27.161000,Ferrari,LEC,1,False,2021-12-11 13:07:27.345
128,0 days 00:29:08.630000,16,,2,3,0 days 00:25:46.656000,0 days 00:27:47.767000,,,,,,,212.0,,,,False,SOFT,1.0,True,0 days 00:24:03.107000,Ferrari,LEC,5,False,2021-12-11 13:09:03.291
